 -3.3000000e+000  0.0000000e+000  0.0000000e+000  0.0000000e+000  0.0000000e+000
 -3.6000000e+000  0.0000000e+000  1.0000000e-008  0.0000000e+000  0.0000000e+000
 -3.9000000e+000  0.0000000e+000  2.0000000e-008  0.0000000e+000  0.0000000e+000
 -4.2000000e+000  0.0000000e+000  3.0000000e-008  0.0000000e+000  0.0000000e+000
  0.0000000e+000  0.0000000e+000  5.0000000e-008  0.0000000e+000  0.0000000e+000
 -9.0000000e-001  0.0000000e+000  8.0000000e-008  0.0000000e+000  0.0000000e+000
 -1.7000000e+000  0.0000000e+000  1.1000000e-007  0.0000000e+000  0.0000000e+000
 -2.6000000e+000  0.0000000e+000  1.4000000e-007  0.0000000e+000  0.0000000e+000
 -1.5000000e+000  0.0000000e+000  1.8000000e-007  0.0000000e+000  0.0000000e+000
 -3.0000000e+000  0.0000000e+000  2.3000000e-007  0.0000000e+000  0.0000000e+000
 -4.4000000e+000  0.0000000e+000  2.8000000e-007  0.0000000e+000  0.0000000e+000
 -5.9000000e+000  0.0000000e+000  3.3000000e-007  0.0000000e+000  0.0000000e+000
 -5.3000000e+000  0.0000000e+000  4.0000000e-007  0.0000000e+000  0.0000000e+000
 -7.9000000e+000  0.0000000e+000  4.9000000e-007  0.0000000e+000  0.0000000e+000
 -9.4000000e+000  0.0000000e+000  6.0000000e-007  0.0000000e+000  0.0000000e+000
 -1.3200000e+001  0.0000000e+000  7.3000000e-007  0.0000000e+000  0.0000000e+000
 -1.6300000e+001  0.0000000e+000  8.8000000e-007  0.0000000e+000  0.0000000e+000
 -2.1200000e+001  0.0000000e+000  1.0500000e-006  0.0000000e+000  0.0000000e+000
